"INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","UOR_DESC","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","CITY","ZIP_CODE","ID"
"03-17-000509","2017-02-18 19:32:00","2017-02-18 19:32:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","METRO LOUISVILLE","STMB","SPECIALTY STORE (TV, FUR, ETC)","4600 BLOCK SHELBYVILLE RD                                   ","ST_MATTHEWS","40207","1201134"
"80-17-014721","2017-02-20 11:55:00","2017-02-20 11:50:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","2ND DIVISION","236","RESIDENCE / HOME","3400 BLOCK TUBA DR                                          ","LOUISVILLE","40216","1201135"
"03-17-000525","2017-02-19 04:29:00","2017-02-19 04:29:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","METRO LOUISVILLE","STMB","HIGHWAY / ROAD / ALLEY","4200 BLOCK WINCHESTER RD                                    ","ST_MATTHEWS","40207","1201136"
"80-17-014737","2017-02-21 01:58:46","2017-02-16 23:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","4TH DIVISION","424","HOTEL / MOTEL / ETC.","2700 BLOCK CRITTENDEN DR                                    ","LOUISVILLE","40209","1201137"
"80-17-014736","2017-02-21 01:54:43","2017-01-15 12:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","6TH DIVISION","613","PARK / PLAYGROUND","5000 BLOCK E INDIAN TRL                                     ","LOUISVILLE","40218","1201138"
"80-17-014282","2017-02-18 13:26:00","2017-02-18 13:26:00","CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY","FRAUD","250","PART II","","6TH DIVISION","613","","3300 BLOCK RED ROOF INN PL                                  ","WATTERSON_PARK","40218","1201139"
"80-17-014282","2017-02-18 13:26:00","2017-02-18 13:26:00","FALSE MAKING/EMBOSSING OF CREDIT CARD","FRAUD","26B","PART II","","6TH DIVISION","613","","3300 BLOCK RED ROOF INN PL                                  ","WATTERSON_PARK","40218","1201140"
"80-17-014715","2017-02-20 09:26:00","2017-02-20 09:00:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","736","RESIDENCE / HOME","9400 BLOCK BLUE LICK RD                                     ","LOUISVILLE","40229","1201141"
"80-17-014741","2017-02-20 13:00:00","2017-02-17 10:00:00","BURGLARY - 3RD DEGREE","BURGLARY","220","PART I","COMPLETED","2ND DIVISION","236","NON-ATTACHED RESD GARAGE/SHED/BULD","6300 BLOCK EUREKA AVE                                       ","LOUISVILLE","40216","1201142"
"80-17-014746","2017-02-21 03:22:07","2017-02-16 10:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","1800 BLOCK W ORMSBY AVE                                     ","LOUISVILLE","40210","1201143"
"80-17-014383","2017-02-18 22:35:00","2017-02-18 22:35:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 22ND ST / NORTHWESTERN PKY                                ","LOUISVILLE","40212","1201144"
"80-17-013915","2017-02-17 13:17:00","2017-02-17 13:17:00","MENACING","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","315","HIGHWAY / ROAD / ALLEY","9300 BLOCK ARISTIDES DR                                     ","LOUISVILLE","40272","1201145"
"80-17-014752","2017-02-20 14:00:00","2017-02-16 08:00:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","5TH DIVISION","525","RESIDENCE / HOME","700 BLOCK RUDY LN                                           ","WINDY_HILLS","40207","1201146"
"80-17-014140","2017-02-17 21:33:00","2017-02-17 21:33:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","7800 BLOCK DIXIE HWY                                        ","LOUISVILLE","40258","1201147"
"80-17-014759","2017-02-21 04:40:48","2017-02-18 17:00:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","3RD DIVISION","331","OTHER RESIDENCE (APARTMENT/CONDO)","7400 BLOCK RENWOOD CT                                       ","LOUISVILLE","40214","1201148"
"80-17-014273","2017-02-18 15:47:00","2017-02-18 15:38:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","COMPLETED","7TH DIVISION","723","RESIDENCE / HOME","7800 BLOCK BEULAH CHURCH RD                                 ","LOUISVILLE","40228","1201149"
"80-17-014199","2017-02-18 08:55:00","2017-02-18 07:00:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","4900 BLOCK CARVER CT                                        ","LOUISVILLE","40218","1201150"
"80-17-008210","2017-01-28 10:40:00","2017-01-28 10:30:00","TBUT OR DISP SHOPLIFTING $500 OR >  BUT < $10,000","THEFT/LARCENY","23C","PART I","COMPLETED","8TH DIVISION","812","CONVENIENCE STORE","9400 BLOCK WESTPORT RD                                      ","ROLLING_HILLS","40241","1201151"
"80-17-013369","2017-02-15 16:17:00","2017-02-15 16:17:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","","3RD DIVISION","315","","7200 BLOCK GLOBAL DR                                        ","LOUISVILLE","40258","1201152"
"80-17-014726","2017-02-20 11:30:00","2017-02-19 14:30:00","ASSAULT - 4TH DEGREE (MINOR INJURY)","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","RESTAURANT","3400 BLOCK TAYLOR BLVD                                      ","LOUISVILLE","40215","1201153"
"80-17-013157","2017-02-14 20:20:00","2017-02-14 20:20:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","4TH DIVISION","412","OTHER RESIDENCE (APARTMENT/CONDO)","1000 BLOCK ASH ST                                           ","LOUISVILLE","40217","1201154"
"80-17-014782","2017-02-21 06:12:30","2017-02-15 22:06:30","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","7TH DIVISION","736","DEPARTMENT / DISCOUNT STORE","8200 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1201155"
"80-17-014784","2017-02-20 14:54:00","2017-02-20 11:30:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","3200 BLOCK ALLISON WAY                                      ","LOUISVILLE","40220","1201156"
"80-17-012726","2017-02-13 14:32:00","2017-02-13 14:32:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","111","HIGHWAY / ROAD / ALLEY","N 22ND ST / BANK ST                                         ","LOUISVILLE","40203","1201157"
"80-17-013858","2017-02-17 11:00:00","2017-02-17 11:00:00","POSSESSION  OF SYNTHETIC DRUGS","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","111","RESTAURANT","2000 BLOCK PORTLAND AVE                                     ","LOUISVILLE","40203","1201158"
"80-17-014723","2017-02-20 10:25:00","2017-02-18 12:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","2300 BLOCK FRANKLIN AVE                                     ","LOUISVILLE","40216","1201159"
"80-17-014723","2017-02-20 10:25:00","2017-02-18 12:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","2300 BLOCK FRANKLIN AVE                                     ","LOUISVILLE","40216","1201160"
"80-17-014803","2017-02-20 15:50:00","2017-02-20 07:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","6TH DIVISION","625","RESIDENCE / HOME","3600 BLOCK JOHNSTON WAY                                     ","LOUISVILLE","40220","1201161"
"80-17-014810","2017-02-21 09:00:08","2017-02-05 01:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","7TH DIVISION","723","RESIDENCE / HOME","6100 BLOCK MOORHAVEN DR                                     ","LOUISVILLE","40219","1201162"
"80-17-014801","2017-02-20 15:48:00","2017-02-20 15:30:00","TBUT OR DISP PURSESNATCHING < $500","THEFT/LARCENY","23B","PART I","COMPLETED","5TH DIVISION","525","MALL / SHOPPING CENTER","4100 BLOCK SHELBYVILLE RD                                   ","RICHLAWN","40207","1201163"
"80-17-014800","2017-02-20 16:05:00","2017-02-20 16:05:00","TRAF IN CONT SUBST 1ST DEG 1ST OFFENSE (>= 2 GMS METH","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","6200 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1201164"
"80-17-014800","2017-02-20 16:05:00","2017-02-20 16:05:00","POSS CONT SUB-2ND DEGREE-DRUG UNSPECIFIED","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","6TH DIVISION","612","PARKING LOT / GARAGE","6200 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1201165"
"80-17-014814","2017-02-20 16:03:00","2017-02-06 06:45:00","ANY NON CRIMINAL CHARGE NOT COVERED BY THESE CODES","OTHER","90Z","PART II","COMPLETED","3RD DIVISION","323","PARKING LOT / GARAGE","7900 BLOCK NATIONAL TPKE                                    ","LOUISVILLE","40214","1201166"
"80-17-004970","2017-01-17 11:12:00","2017-01-16 23:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","3RD DIVISION","331","PARKING LOT / GARAGE","6500 BLOCK HUNTERS CHASE LN                                 ","LOUISVILLE","40258","1201167"
"80-17-003047","2017-01-10 23:33:00","2017-01-10 23:33:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","724","RESIDENCE / HOME","100 BLOCK BLUE CREEK CT                                     ","LOUISVILLE","40229","1201168"
"80-17-005000","2017-01-17 13:33:00","2017-01-14 15:08:00","FRAUD USE OF CREDIT CARD AFTER REPT LOST/STOLEN U/$500 MISD","FRAUD","26B","PART II","COMPLETED","4TH DIVISION","424","GROCERY / SUPERMARKET","3100 BLOCK S 2ND ST                                         ","LOUISVILLE","40208","1201169"
"80-17-002083","2017-01-07 15:31:00","2016-12-14 15:31:00","BURGLARY - 3RD DEGREE","BURGLARY","220","PART I","COMPLETED","3RD DIVISION","331","RENTAL / STORAGE FACILITY","5500 BLOCK GREENBELT HWY                                    ","LOUISVILLE","40216","1201170"
"80-17-004967","2017-01-17 11:13:00","2017-01-14 09:00:00","TERRORISTIC THREATENING 3RD DEGREE","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","323","RESIDENCE / HOME","1200 BLOCK ELDERBERRY RIDGE LN                              ","LOUISVILLE","40272","1201171"
"80-17-005000","2017-01-17 13:33:00","2017-01-14 15:08:00","FRAUD USE OF CREDIT CARD AFTER REPT LOST/STOLEN U/$10,000","FRAUD","26B","PART II","COMPLETED","4TH DIVISION","424","GROCERY / SUPERMARKET","3100 BLOCK S 2ND ST                                         ","LOUISVILLE","40208","1201172"
"80-17-014762","2017-02-21 04:44:44","2017-02-17 12:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","1ST DIVISION","112","RESIDENCE / HOME","400 BLOCK S 26TH ST                                         ","LOUISVILLE","40212","1201173"
"80-17-014751","2017-02-20 13:52:00","2017-02-17 08:00:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","1ST DIVISION","123","RESIDENCE / HOME","400 BLOCK KENSINGTON CT                                     ","LOUISVILLE","40208","1201174"
"80-17-012073","2017-02-10 22:23:00","2017-02-10 22:20:00","WANTON ENDANGERMENT-2ND DEGREE","ASSAULT","13C","PART II","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","400 BLOCK WINKLER AVE                                       ","LOUISVILLE","40208","1201175"
"80-17-014769","2017-02-20 14:37:00","2017-02-20 14:37:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","3RD DIVISION","323","FIELD / WOODS","6900 BLOCK ENTERPRISE DR                                    ","LOUISVILLE","40214","1201176"
"80-17-014340","2017-02-18 17:46:00","2017-02-18 17:46:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","","3RD DIVISION","315","","8900 BLOCK ARISTIDES DR                                     ","LOUISVILLE","40258","1201177"
"80-17-014770","2017-02-20 14:37:00","2017-02-20 14:37:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","3RD DIVISION","323","FIELD / WOODS","6900 BLOCK ENTERPRISE DR                                    ","LOUISVILLE","40214","1201178"
"80-17-014775","2017-02-21 05:42:19","2016-12-30 07:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","7TH DIVISION","736","DEPARTMENT / DISCOUNT STORE","8200 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1201179"
"80-17-014773","2017-02-20 14:25:00","2017-02-20 14:25:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","6TH DIVISION","612","OTHER / UNKNOWN","4200 BLOCK NORENE LN                                        ","LOUISVILLE","40219","1201180"
"80-17-014757","2017-02-20 12:40:00","2017-02-17 17:30:00","ANY NON CRIMINAL CHARGE NOT COVERED BY THESE CODES","OTHER","90Z","PART II","COMPLETED","7TH DIVISION","735","RESIDENCE / HOME","6700 BLOCK CARRIBEAN LN                                     ","LOUISVILLE","40219","1201181"
"80-17-013891","2017-02-17 12:39:00","2017-02-17 12:39:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","7TH DIVISION","736","HIGHWAY / ROAD / ALLEY","BRIARCLIFF RD / OUTER LOOP                                  ","LOUISVILLE","40219","1201182"
"80-17-014763","2017-02-20 14:08:00","2017-02-20 14:08:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","5TH DIVISION","512","RESIDENCE / HOME","1200 BLOCK E BROADWAY                                       ","LOUISVILLE","40204","1201183"
"80-17-014562","2017-02-19 18:57:00","2017-02-19 18:57:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","8TH DIVISION","811","FIELD / WOODS","3000 BLOCK CHAMBERLAIN LN                                   ","LOUISVILLE","40241","1201184"
"80-17-014789","2017-02-20 12:32:00","2017-02-19 21:00:00","TBUT OR DISP ALL OTHERS <  $500","THEFT/LARCENY","23H","PART I","COMPLETED","4TH DIVISION","424","HIGHWAY / ROAD / ALLEY","500 BLOCK M ST                                              ","LOUISVILLE","40208","1201185"
"80-17-014689","2017-02-20 09:05:00","2017-02-19 19:00:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","4TH DIVISION","412","HIGHWAY / ROAD / ALLEY","900 BLOCK S HANCOCK ST                                      ","LOUISVILLE","40203","1201186"
"80-17-005053","2017-01-17 15:31:00","2017-01-17 15:15:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","6TH DIVISION","625","GROCERY / SUPERMARKET","3000 BLOCK BRECKENRIDGE LN                                  ","LOUISVILLE","40220","1201187"
"80-17-005046","2017-01-17 13:44:00","2017-01-17 06:00:00","TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23G","PART I","COMPLETED","4TH DIVISION","423","PARKING LOT / GARAGE","2900 BLOCK 7TH STREET RD                                    ","LOUISVILLE","40216","1201188"
"80-17-005061","2017-01-18 07:50:09","2008-01-16 00:00:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","1800 BLOCK ROWAN ST                                         ","LOUISVILLE","40203","1201189"
"80-17-005037","2017-01-17 15:05:00","2017-01-17 14:00:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","8TH DIVISION","812","DEPARTMENT / DISCOUNT STORE","10300 BLOCK WESTPORT RD                                     ","LOUISVILLE","40241","1201190"
"80-17-005017","2017-01-17 14:27:00","2017-01-17 14:06:00","WANTON ENDANGERMENT-1ST DEGREE","ASSAULT","13A","PART I","COMPLETED","3RD DIVISION","316","HIGHWAY / ROAD / ALLEY","DIXIE HWY / MOORMAN RD                                      ","LOUISVILLE","40272","1201191"
"80-17-005065","2017-01-17 16:05:00","2017-01-17 15:50:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","4TH DIVISION","411","GROCERY / SUPERMARKET","900 BLOCK S 2ND ST                                          ","LOUISVILLE","40203","1201192"
"80-17-013041","2017-02-14 15:35:00","2017-02-12 02:30:00","THEFT OF PROPERTY LOST/MISLAID/DELIVERED BY MISTAKE MISD","THEFT/LARCENY","23H","PART I","COMPLETED","7TH DIVISION","723","GOVERNMENT / PUBLIC BUILDING","7200 BLOCK OUTER LOOP                                       ","LOUISVILLE","40228","1201193"
"80-17-013730","2017-02-16 18:08:00","2017-02-16 18:08:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","723","DEPARTMENT / DISCOUNT STORE","7100 BLOCK CEDAR SPRINGS BLVD                               ","LOUISVILLE","40291","1201194"
"80-17-013869","2017-02-17 23:36:24","2017-02-16 20:00:00","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","7TH DIVISION","736","PARKING LOT / GARAGE","8600 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1201195"
"80-17-012949","2017-02-14 10:28:00","2017-02-14 02:00:00","TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000","THEFT/LARCENY","23D","PART I","COMPLETED","4TH DIVISION","424","RESIDENCE / HOME","2900 BLOCK TAYLOR BLVD                                      ","LOUISVILLE","40208","1201196"
"80-17-013879","2017-02-18 00:58:25","2017-02-16 19:00:00","THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL","VEHICLE BREAK-IN/THEFT","23G","PART I","COMPLETED","6TH DIVISION","625","PARKING LOT / GARAGE","6400 BLOCK SIX MILE LN                                      ","LOUISVILLE","40218","1201197"
"80-17-013568","2017-02-16 10:28:00","2017-02-16 10:28:00","TRF CON SUB 2ND DEG 1ST OFN (>= 20 DU DRUG UNSPEC SCH III","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","4TH DIVISION","436","PARKING LOT / GARAGE","700 BLOCK BROOKLINE AVE                                     ","LOUISVILLE","40214","1201198"
"80-17-013568","2017-02-16 10:28:00","2017-02-16 10:28:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","4TH DIVISION","436","PARKING LOT / GARAGE","700 BLOCK BROOKLINE AVE                                     ","LOUISVILLE","40214","1201199"
"80-17-013829","2017-02-17 19:10:51","2017-02-16 00:00:00","TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","4TH DIVISION","424","HOTEL / MOTEL / ETC.","500 BLOCK PHILLIPS LN                                       ","LOUISVILLE","40209","1201200"
"80-17-013805","2017-02-17 07:52:00","2017-02-17 07:40:00","ASSAULT - 4TH DEGREE (NO VISIBLE INJURY)","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","411","OTHER / UNKNOWN","S 4TH ST / W BRECKINRIDGE ST                                ","LOUISVILLE","40203","1201201"
"80-17-012811","2017-02-13 19:13:00","2017-02-12 18:35:00","TBUT OR DISP AUTO > $500 BUT < $10,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","1ST DIVISION","134","PARKING LOT / GARAGE","1500 BLOCK RIVER SHORE DR                                   ","LOUISVILLE","40206","1201202"
"80-17-013899","2017-02-18 02:02:07","2017-02-16 21:00:00","TBUT OR DISP AUTO > $10,000 BUT < $1,000,000","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","8TH DIVISION","823","PARKING LOT / GARAGE","1600 BLOCK WOOD THRUSH TRCE                                 ","LOUISVILLE","40245","1201203"
